Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,NumMosquitos_sum,species_culex_erraticus,species_culex_pipiens,species_culex_pipiens_restuans,species_culex_restuans,species_culex_salinarius,species_culex_tarsalis,species_culex_territans,species_unspecified_culex,month_of_year,week_of_year,year_and_month,year,reference_weather_stn,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise_datetime,Sunset_datetime,CodeSum_BCFG,CodeSum_BR,CodeSum_DZ,CodeSum_FG,CodeSum_FG+,CodeSum_FU,CodeSum_GR,CodeSum_HZ,CodeSum_MIFG,CodeSum_RA,CodeSum_SN,CodeSum_SQ,CodeSum_TS,CodeSum_TSRA,CodeSum_VCFG,CodeSum_VCTS,Tavg_mean_past7day,WetBulb_mean_past7day,Heat_mean_past7day,Cool_mean_past7day,AvgSpeed_mean_past7day,PrecipTotal_mean_past7day,CodeSum_RA_sum_past7day,CodeSum_TSRA_sum_past7day,CodeSum_DZ_sum_past7day,data_availability_for_7_days,Tavg_mean_past14day,WetBulb_mean_past14day,Heat_mean_past14day,Cool_mean_past14day,AvgSpeed_mean_past14day,PrecipTotal_mean_past14day,CodeSum_RA_sum_past14day,CodeSum_TSRA_sum_past14day,CodeSum_DZ_sum_past14day,data_availability_for_14_days,CodeSum_RA_sum_past21day,CodeSum_TSRA_sum_past21day,CodeSum_DZ_sum_past21day,data_availability_for_21_days,sp_count_past_7_days_25_meters,sp_count_past_7_days_50_meters,sp_count_past_7_days_75_meters,sp_count_past_14_days_25_meters,sp_count_past_14_days_50_meters,sp_count_past_14_days_75_meters,daylight_duration_in_minutes
2007-05-29,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,1.0,0,0,1,0,0,0,0,0,5,22,2007-05,2007,1,1,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.0,58.57142857142857,1.4285714285714286,4.428571428571429,9.485714285714286,0.1531428571428571,4,1,0,7,64.14285714285714,54.14285714285714,3.7142857142857135,2.8571428571428568,9.85,0.09157142857142857,6,1,0,14,7,1,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,1.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,1,1,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.0,58.57142857142857,1.4285714285714286,4.428571428571429,9.485714285714286,0.1531428571428571,4,1,0,7,64.14285714285714,54.14285714285714,3.7142857142857135,2.8571428571428568,9.85,0.09157142857142857,6,1,0,14,7,1,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,62, N MANDELL AVE,T007,41.994991,-87.769279,0,1.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,1,1,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.0,58.57142857142857,1.4285714285714286,4.428571428571429,9.485714285714286,0.1531428571428571,4,1,0,7,64.14285714285714,54.14285714285714,3.7142857142857135,2.8571428571428568,9.85,0.09157142857142857,6,1,0,14,7,1,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,1.0,0,0,1,0,0,0,0,0,5,22,2007-05,2007,1,1,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.0,58.57142857142857,1.4285714285714286,4.428571428571429,9.485714285714286,0.1531428571428571,4,1,0,7,64.14285714285714,54.14285714285714,3.7142857142857135,2.8571428571428568,9.85,0.09157142857142857,6,1,0,14,7,1,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,4.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,1,1,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.0,58.57142857142857,1.4285714285714286,4.428571428571429,9.485714285714286,0.1531428571428571,4,1,0,7,64.14285714285714,54.14285714285714,3.7142857142857135,2.8571428571428568,9.85,0.09157142857142857,6,1,0,14,7,1,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,2.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000002,0,1.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,1.0,0,0,1,0,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,2.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,0,1.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,41.919343,-87.694259,0,1.0,0,0,1,0,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,2.0,0,0,1,0,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,3.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,1.0,0,0,1,0,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,1.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,11, S PEORIA ST,T091,41.862292,-87.64886,0,1.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,0,3.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,5.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX PIPIENS,22, W 89TH ST,T096,41.731922,-87.677512,0,1.0,0,1,0,0,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999128999999996,-87.795585,0,1.0,0,0,1,0,0,0,0,0,5,22,2007-05,2007,1,1,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.0,58.57142857142857,1.4285714285714286,4.428571428571429,9.485714285714286,0.1531428571428571,4,1,0,7,64.14285714285714,54.14285714285714,3.7142857142857135,2.8571428571428568,9.85,0.09157142857142857,6,1,0,14,7,1,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.68776899999996,0,1.0,0,0,1,0,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,0,1.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
2007-05-29,CULEX RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,1.0,0,0,0,1,0,0,0,0,5,22,2007-05,2007,2,2,88,65,77,10,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,2007-05-29 04:21:00,2007-05-29 19:17:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.42857142857143,59.14285714285714,1.1428571428571428,5.571428571428571,9.171428571428573,0.06442857142857142,4,1,0,7,65.21428571428571,54.57142857142857,3.4285714285714284,3.6428571428571432,9.514285714285714,0.045071428571428575,6,2,0,14,7,3,0,21,0,0,0,0,0,0,896.0
